"condition","group","question","value","trial_index","ID","FastorSlow","measure"
"moral",3,"Nate_Q3",3,13,"211","s","character"
"moral",3,"Nate_Q4",3,14,"211","s","character"
"moral",3,"Nate_Q5",6,15,"211","s","certainty"
"moral",3,"Nate_Q6",2,16,"211","s","certainty"
"moral",3,"Nate_Q7",1,17,"211","s","certainty"
"moral",3,"Nate_Q8",6,18,"211","s","certainty"
"moral",3,"Nate_Q9",2,19,"211","s","impulsivity"
"moral",3,"Nate_Q10",5,20,"211","s","impulsivity"
"immoral",3,"Justin_Q1",6,1,"212","f","quickness"
"immoral",3,"Justin_Q2",4,2,"212","f","character"
"immoral",3,"Justin_Q3",3,3,"212","f","character"
"immoral",3,"Justin_Q4",4,4,"212","f","character"
"immoral",3,"Justin_Q5",3,5,"212","f","certainty"
"immoral",3,"Justin_Q6",4,6,"212","f","certainty"
"immoral",3,"Justin_Q7",5,7,"212","f","certainty"
"immoral",3,"Justin_Q8",4,8,"212","f","certainty"
"immoral",3,"Justin_Q9",3,9,"212","f","impulsivity"
"immoral",3,"Justin_Q10",4,10,"212","f","impulsivity"
"immoral",3,"Nate_Q1",4,11,"212","s","quickness"
"immoral",3,"Nate_Q2",3,12,"212","s","character"
"immoral",3,"Nate_Q3",4,13,"212","s","character"
"immoral",3,"Nate_Q4",5,14,"212","s","character"
"immoral",3,"Nate_Q5",4,15,"212","s","certainty"
"immoral",3,"Nate_Q6",3,16,"212","s","certainty"
"immoral",3,"Nate_Q7",3,17,"212","s","certainty"
"immoral",3,"Nate_Q8",4,18,"212","s","certainty"
"immoral",3,"Nate_Q9",3,19,"212","s","impulsivity"
"immoral",3,"Nate_Q10",4,20,"212","s","impulsivity"
"moral",3,"Justin_Q1",4,1,"213","f","quickness"
"moral",3,"Justin_Q2",4,2,"213","f","character"
"moral",3,"Justin_Q3",4,3,"213","f","character"
"moral",3,"Justin_Q4",4,4,"213","f","character"
"moral",3,"Justin_Q5",4,5,"213","f","certainty"
"moral",3,"Justin_Q6",4,6,"213","f","certainty"
"moral",3,"Justin_Q7",4,7,"213","f","certainty"
"moral",3,"Justin_Q8",4,8,"213","f","certainty"
"moral",3,"Justin_Q9",4,9,"213","f","impulsivity"
"moral",3,"Justin_Q10",4,10,"213","f","impulsivity"
"moral",3,"Nate_Q1",4,11,"213","s","quickness"
"moral",3,"Nate_Q2",4,12,"213","s","character"
"moral",3,"Nate_Q3",4,13,"213","s","character"
"moral",3,"Nate_Q4",4,14,"213","s","character"
"moral",3,"Nate_Q5",4,15,"213","s","certainty"
"moral",3,"Nate_Q6",4,16,"213","s","certainty"
"moral",3,"Nate_Q7",4,17,"213","s","certainty"
"moral",3,"Nate_Q8",4,18,"213","s","certainty"
"moral",3,"Nate_Q9",4,19,"213","s","impulsivity"
"moral",3,"Nate_Q10",4,20,"213","s","impulsivity"
"immoral",3,"Justin_Q1",2,1,"214","f","quickness"
"immoral",3,"Justin_Q2",4,2,"214","f","character"
"immoral",3,"Justin_Q3",4,3,"214","f","character"
"immoral",3,"Justin_Q4",6,4,"214","f","character"
"immoral",3,"Justin_Q5",7,5,"214","f","certainty"
"immoral",3,"Justin_Q6",2,6,"214","f","certainty"
"immoral",3,"Justin_Q7",1,7,"214","f","certainty"
"immoral",3,"Justin_Q8",6,8,"214","f","certainty"
"immoral",3,"Justin_Q9",2,9,"214","f","impulsivity"
"immoral",3,"Justin_Q10",3,10,"214","f","impulsivity"
"immoral",3,"Nate_Q1",7,11,"214","s","quickness"
"immoral",3,"Nate_Q2",2,12,"214","s","character"
"immoral",3,"Nate_Q3",2,13,"214","s","character"
"immoral",3,"Nate_Q4",5,14,"214","s","character"
"immoral",3,"Nate_Q5",1,15,"214","s","certainty"
"immoral",3,"Nate_Q6",7,16,"214","s","certainty"
"immoral",3,"Nate_Q7",7,17,"214","s","certainty"
"immoral",3,"Nate_Q8",1,18,"214","s","certainty"
"immoral",3,"Nate_Q9",7,19,"214","s","impulsivity"
"immoral",3,"Nate_Q10",1,20,"214","s","impulsivity"
"immoral",3,"Justin_Q1",7,1,"215","f","quickness"
"immoral",3,"Justin_Q2",1,2,"215","f","character"
"immoral",3,"Justin_Q3",1,3,"215","f","character"
"immoral",3,"Justin_Q4",6,4,"215","f","character"
"immoral",3,"Justin_Q5",3,5,"215","f","certainty"
"immoral",3,"Justin_Q6",7,6,"215","f","certainty"
"immoral",3,"Justin_Q7",6,7,"215","f","certainty"
"immoral",3,"Justin_Q8",5,8,"215","f","certainty"
"immoral",3,"Justin_Q9",5,9,"215","f","impulsivity"
"immoral",3,"Justin_Q10",2,10,"215","f","impulsivity"
"immoral",3,"Nate_Q1",2,11,"215","s","quickness"
"immoral",3,"Nate_Q2",2,12,"215","s","character"
"immoral",3,"Nate_Q3",2,13,"215","s","character"
"immoral",3,"Nate_Q4",7,14,"215","s","character"
"immoral",3,"Nate_Q5",5,15,"215","s","certainty"
"immoral",3,"Nate_Q6",6,16,"215","s","certainty"
"immoral",3,"Nate_Q7",3,17,"215","s","certainty"
"immoral",3,"Nate_Q8",6,18,"215","s","certainty"
"immoral",3,"Nate_Q9",2,19,"215","s","impulsivity"
"immoral",3,"Nate_Q10",2,20,"215","s","impulsivity"
"immoral",3,"Justin_Q1",7,1,"216","f","quickness"
"immoral",3,"Justin_Q2",4,2,"216","f","character"
"immoral",3,"Justin_Q3",5,3,"216","f","character"
"immoral",3,"Justin_Q4",3,4,"216","f","character"
"immoral",3,"Justin_Q5",3,5,"216","f","certainty"
"immoral",3,"Justin_Q6",3,6,"216","f","certainty"
"immoral",3,"Justin_Q7",5,7,"216","f","certainty"
"immoral",3,"Justin_Q8",4,8,"216","f","certainty"
"immoral",3,"Justin_Q9",4,9,"216","f","impulsivity"
"immoral",3,"Justin_Q10",4,10,"216","f","impulsivity"
"immoral",3,"Nate_Q1",6,11,"216","s","quickness"
"immoral",3,"Nate_Q2",4,12,"216","s","character"
"immoral",3,"Nate_Q3",4,13,"216","s","character"
"immoral",3,"Nate_Q4",5,14,"216","s","character"
"immoral",3,"Nate_Q5",4,15,"216","s","certainty"
"immoral",3,"Nate_Q6",3,16,"216","s","certainty"
"immoral",3,"Nate_Q7",5,17,"216","s","certainty"
"immoral",3,"Nate_Q8",4,18,"216","s","certainty"
"immoral",3,"Nate_Q9",4,19,"216","s","impulsivity"
"immoral",3,"Nate_Q10",4,20,"216","s","impulsivity"
"immoral",3,"Justin_Q1",6,1,"217","f","quickness"
"immoral",3,"Justin_Q2",2,2,"217","f","character"
"immoral",3,"Justin_Q3",2,3,"217","f","character"
"immoral",3,"Justin_Q4",7,4,"217","f","character"
"immoral",3,"Justin_Q5",1,5,"217","f","certainty"
"immoral",3,"Justin_Q6",6,6,"217","f","certainty"
"immoral",3,"Justin_Q7",6,7,"217","f","certainty"
"immoral",3,"Justin_Q8",2,8,"217","f","certainty"
"immoral",3,"Justin_Q9",6,9,"217","f","impulsivity"
"immoral",3,"Justin_Q10",1,10,"217","f","impulsivity"
"immoral",3,"Nate_Q1",2,11,"217","s","quickness"
"immoral",3,"Nate_Q2",5,12,"217","s","character"
"immoral",3,"Nate_Q3",4,13,"217","s","character"
"immoral",3,"Nate_Q4",7,14,"217","s","character"
"immoral",3,"Nate_Q5",6,15,"217","s","certainty"
"immoral",3,"Nate_Q6",3,16,"217","s","certainty"
"immoral",3,"Nate_Q7",1,17,"217","s","certainty"
"immoral",3,"Nate_Q8",7,18,"217","s","certainty"
"immoral",3,"Nate_Q9",6,19,"217","s","impulsivity"
"immoral",3,"Nate_Q10",1,20,"217","s","impulsivity"
"moral",3,"Justin_Q1",7,1,"218","f","quickness"
"moral",3,"Justin_Q2",7,2,"218","f","character"
"moral",3,"Justin_Q3",7,3,"218","f","character"
"moral",3,"Justin_Q4",7,4,"218","f","character"
"moral",3,"Justin_Q5",1,5,"218","f","certainty"
"moral",3,"Justin_Q6",7,6,"218","f","certainty"
"moral",3,"Justin_Q7",7,7,"218","f","certainty"
"moral",3,"Justin_Q8",1,8,"218","f","certainty"
"moral",3,"Justin_Q9",7,9,"218","f","impulsivity"
"moral",3,"Justin_Q10",1,10,"218","f","impulsivity"
"moral",3,"Nate_Q1",1,11,"218","s","quickness"
"moral",3,"Nate_Q2",4,12,"218","s","character"
"moral",3,"Nate_Q3",4,13,"218","s","character"
"moral",3,"Nate_Q4",4,14,"218","s","character"
"moral",3,"Nate_Q5",7,15,"218","s","certainty"
"moral",3,"Nate_Q6",1,16,"218","s","certainty"
"moral",3,"Nate_Q7",1,17,"218","s","certainty"
"moral",3,"Nate_Q8",7,18,"218","s","certainty"
"moral",3,"Nate_Q9",1,19,"218","s","impulsivity"
"moral",3,"Nate_Q10",1,20,"218","s","impulsivity"
"moral",3,"Justin_Q1",6,1,"219","f","quickness"
"moral",3,"Justin_Q2",5,2,"219","f","character"
"moral",3,"Justin_Q3",6,3,"219","f","character"
"moral",3,"Justin_Q4",5,4,"219","f","character"
"moral",3,"Justin_Q5",6,5,"219","f","certainty"
"moral",3,"Justin_Q6",4,6,"219","f","certainty"
"moral",3,"Justin_Q7",5,7,"219","f","certainty"
"moral",3,"Justin_Q8",6,8,"219","f","certainty"
"moral",3,"Justin_Q9",5,9,"219","f","impulsivity"
"moral",3,"Justin_Q10",6,10,"219","f","impulsivity"
"moral",3,"Nate_Q1",2,11,"219","s","quickness"
"moral",3,"Nate_Q2",3,12,"219","s","character"
"moral",3,"Nate_Q3",3,13,"219","s","character"
"moral",3,"Nate_Q4",4,14,"219","s","character"
"moral",3,"Nate_Q5",6,15,"219","s","certainty"
"moral",3,"Nate_Q6",5,16,"219","s","certainty"
"moral",3,"Nate_Q7",5,17,"219","s","certainty"
"moral",3,"Nate_Q8",2,18,"219","s","certainty"
"moral",3,"Nate_Q9",3,19,"219","s","impulsivity"
"moral",3,"Nate_Q10",2,20,"219","s","impulsivity"
"immoral",3,"Justin_Q1",7,1,"220","f","quickness"
"immoral",3,"Justin_Q2",2,2,"220","f","character"
"immoral",3,"Justin_Q3",2,3,"220","f","character"
"immoral",3,"Justin_Q4",4,4,"220","f","character"
"immoral",3,"Justin_Q5",1,5,"220","f","certainty"
"immoral",3,"Justin_Q6",7,6,"220","f","certainty"
"immoral",3,"Justin_Q7",6,7,"220","f","certainty"
"immoral",3,"Justin_Q8",2,8,"220","f","certainty"
"immoral",3,"Justin_Q9",5,9,"220","f","impulsivity"
"immoral",3,"Justin_Q10",4,10,"220","f","impulsivity"
"immoral",3,"Nate_Q1",3,11,"220","s","quickness"
"immoral",3,"Nate_Q2",4,12,"220","s","character"
"immoral",3,"Nate_Q3",4,13,"220","s","character"
"immoral",3,"Nate_Q4",6,14,"220","s","character"
"immoral",3,"Nate_Q5",5,15,"220","s","certainty"
"immoral",3,"Nate_Q6",3,16,"220","s","certainty"
"immoral",3,"Nate_Q7",3,17,"220","s","certainty"
"immoral",3,"Nate_Q8",5,18,"220","s","certainty"
"immoral",3,"Nate_Q9",6,19,"220","s","impulsivity"
"immoral",3,"Nate_Q10",3,20,"220","s","impulsivity"
"immoral",3,"Justin_Q1",7,1,"221","f","quickness"
"immoral",3,"Justin_Q2",2,2,"221","f","character"
"immoral",3,"Justin_Q3",4,3,"221","f","character"
"immoral",3,"Justin_Q4",5,4,"221","f","character"
"immoral",3,"Justin_Q5",1,5,"221","f","certainty"
"immoral",3,"Justin_Q6",6,6,"221","f","certainty"
"immoral",3,"Justin_Q7",7,7,"221","f","certainty"
"immoral",3,"Justin_Q8",1,8,"221","f","certainty"
"immoral",3,"Justin_Q9",6,9,"221","f","impulsivity"
"immoral",3,"Justin_Q10",3,10,"221","f","impulsivity"
"immoral",3,"Nate_Q1",1,11,"221","s","quickness"
"immoral",3,"Nate_Q2",4,12,"221","s","character"
"immoral",3,"Nate_Q3",5,13,"221","s","character"
"immoral",3,"Nate_Q4",6,14,"221","s","character"
"immoral",3,"Nate_Q5",6,15,"221","s","certainty"
"immoral",3,"Nate_Q6",6,16,"221","s","certainty"
"immoral",3,"Nate_Q7",6,17,"221","s","certainty"
"immoral",3,"Nate_Q8",6,18,"221","s","certainty"
"immoral",3,"Nate_Q9",6,19,"221","s","impulsivity"
"immoral",3,"Nate_Q10",2,20,"221","s","impulsivity"
"immoral",3,"Justin_Q1",3,1,"222","f","quickness"
"immoral",3,"Justin_Q2",5,2,"222","f","character"
"immoral",3,"Justin_Q3",4,3,"222","f","character"
"immoral",3,"Justin_Q4",5,4,"222","f","character"
"immoral",3,"Justin_Q5",3,5,"222","f","certainty"
"immoral",3,"Justin_Q6",4,6,"222","f","certainty"
"immoral",3,"Justin_Q7",6,7,"222","f","certainty"
"immoral",3,"Justin_Q8",6,8,"222","f","certainty"
"immoral",3,"Justin_Q9",4,9,"222","f","impulsivity"
"immoral",3,"Justin_Q10",2,10,"222","f","impulsivity"
"immoral",3,"Nate_Q1",7,11,"222","s","quickness"
"immoral",3,"Nate_Q2",4,12,"222","s","character"
"immoral",3,"Nate_Q3",4,13,"222","s","character"
"immoral",3,"Nate_Q4",4,14,"222","s","character"
"immoral",3,"Nate_Q5",5,15,"222","s","certainty"
"immoral",3,"Nate_Q6",2,16,"222","s","certainty"
"immoral",3,"Nate_Q7",3,17,"222","s","certainty"
"immoral",3,"Nate_Q8",2,18,"222","s","certainty"
"immoral",3,"Nate_Q9",4,19,"222","s","impulsivity"
"immoral",3,"Nate_Q10",2,20,"222","s","impulsivity"
"immoral",3,"Justin_Q1",6,1,"223","f","quickness"
"immoral",3,"Justin_Q2",3,2,"223","f","character"
"immoral",3,"Justin_Q3",3,3,"223","f","character"
"immoral",3,"Justin_Q4",3,4,"223","f","character"
"immoral",3,"Justin_Q5",1,5,"223","f","certainty"
"immoral",3,"Justin_Q6",6,6,"223","f","certainty"
"immoral",3,"Justin_Q7",6,7,"223","f","certainty"
"immoral",3,"Justin_Q8",2,8,"223","f","certainty"
"immoral",3,"Justin_Q9",6,9,"223","f","impulsivity"
"immoral",3,"Justin_Q10",2,10,"223","f","impulsivity"
"immoral",3,"Nate_Q1",2,11,"223","s","quickness"
"immoral",3,"Nate_Q2",5,12,"223","s","character"
"immoral",3,"Nate_Q3",5,13,"223","s","character"
"immoral",3,"Nate_Q4",5,14,"223","s","character"
"immoral",3,"Nate_Q5",5,15,"223","s","certainty"
"immoral",3,"Nate_Q6",2,16,"223","s","certainty"
"immoral",3,"Nate_Q7",1,17,"223","s","certainty"
"immoral",3,"Nate_Q8",6,18,"223","s","certainty"
"immoral",3,"Nate_Q9",3,19,"223","s","impulsivity"
"immoral",3,"Nate_Q10",2,20,"223","s","impulsivity"
"moral",3,"Justin_Q1",7,1,"224","f","quickness"
"moral",3,"Justin_Q2",6,2,"224","f","character"
"moral",3,"Justin_Q3",6,3,"224","f","character"
"moral",3,"Justin_Q4",6,4,"224","f","character"
"moral",3,"Justin_Q5",1,5,"224","f","certainty"
"moral",3,"Justin_Q6",7,6,"224","f","certainty"
"moral",3,"Justin_Q7",7,7,"224","f","certainty"
"moral",3,"Justin_Q8",1,8,"224","f","certainty"
"moral",3,"Justin_Q9",7,9,"224","f","impulsivity"
"moral",3,"Justin_Q10",1,10,"224","f","impulsivity"
"moral",3,"Nate_Q1",2,11,"224","s","quickness"
"moral",3,"Nate_Q2",4,12,"224","s","character"
"moral",3,"Nate_Q3",4,13,"224","s","character"
"moral",3,"Nate_Q4",5,14,"224","s","character"
"moral",3,"Nate_Q5",5,15,"224","s","certainty"
"moral",3,"Nate_Q6",3,16,"224","s","certainty"
"moral",3,"Nate_Q7",3,17,"224","s","certainty"
"moral",3,"Nate_Q8",5,18,"224","s","certainty"
"moral",3,"Nate_Q9",4,19,"224","s","impulsivity"
"moral",3,"Nate_Q10",3,20,"224","s","impulsivity"
"immoral",3,"Justin_Q1",5,1,"225","f","quickness"
"immoral",3,"Justin_Q2",4,2,"225","f","character"
"immoral",3,"Justin_Q3",4,3,"225","f","character"
"immoral",3,"Justin_Q4",4,4,"225","f","character"
"immoral",3,"Justin_Q5",3,5,"225","f","certainty"
"immoral",3,"Justin_Q6",6,6,"225","f","certainty"
"immoral",3,"Justin_Q7",5,7,"225","f","certainty"
"immoral",3,"Justin_Q8",4,8,"225","f","certainty"
"immoral",3,"Justin_Q9",4,9,"225","f","impulsivity"
"immoral",3,"Justin_Q10",4,10,"225","f","impulsivity"
"immoral",3,"Nate_Q1",4,11,"225","s","quickness"
"immoral",3,"Nate_Q2",4,12,"225","s","character"
"immoral",3,"Nate_Q3",4,13,"225","s","character"
"immoral",3,"Nate_Q4",4,14,"225","s","character"
"immoral",3,"Nate_Q5",4,15,"225","s","certainty"
"immoral",3,"Nate_Q6",3,16,"225","s","certainty"
"immoral",3,"Nate_Q7",5,17,"225","s","certainty"
"immoral",3,"Nate_Q8",5,18,"225","s","certainty"
"immoral",3,"Nate_Q9",4,19,"225","s","impulsivity"
"immoral",3,"Nate_Q10",3,20,"225","s","impulsivity"
"moral",3,"Justin_Q1",1,1,"226","f","quickness"
"moral",3,"Justin_Q2",6,2,"226","f","character"
"moral",3,"Justin_Q3",6,3,"226","f","character"
"moral",3,"Justin_Q4",6,4,"226","f","character"
"moral",3,"Justin_Q5",2,5,"226","f","certainty"
"moral",3,"Justin_Q6",6,6,"226","f","certainty"
"moral",3,"Justin_Q7",6,7,"226","f","certainty"
"moral",3,"Justin_Q8",2,8,"226","f","certainty"
"moral",3,"Justin_Q9",6,9,"226","f","impulsivity"
"moral",3,"Justin_Q10",2,10,"226","f","impulsivity"
"moral",3,"Nate_Q1",2,11,"226","s","quickness"
"moral",3,"Nate_Q2",4,12,"226","s","character"
"moral",3,"Nate_Q3",5,13,"226","s","character"
"moral",3,"Nate_Q4",6,14,"226","s","character"
"moral",3,"Nate_Q5",6,15,"226","s","certainty"
"moral",3,"Nate_Q6",3,16,"226","s","certainty"
"moral",3,"Nate_Q7",3,17,"226","s","certainty"
"moral",3,"Nate_Q8",5,18,"226","s","certainty"
"moral",3,"Nate_Q9",6,19,"226","s","impulsivity"
"moral",3,"Nate_Q10",1,20,"226","s","impulsivity"
"moral",3,"Justin_Q1",7,1,"227","f","quickness"
"moral",3,"Justin_Q2",7,2,"227","f","character"
"moral",3,"Justin_Q3",7,3,"227","f","character"
"moral",3,"Justin_Q4",7,4,"227","f","character"
"moral",3,"Justin_Q5",1,5,"227","f","certainty"
"moral",3,"Justin_Q6",7,6,"227","f","certainty"
"moral",3,"Justin_Q7",7,7,"227","f","certainty"
"moral",3,"Justin_Q8",1,8,"227","f","certainty"
"moral",3,"Justin_Q9",7,9,"227","f","impulsivity"
"moral",3,"Justin_Q10",1,10,"227","f","impulsivity"
"moral",3,"Nate_Q1",2,11,"227","s","quickness"
"moral",3,"Nate_Q2",5,12,"227","s","character"
"moral",3,"Nate_Q3",6,13,"227","s","character"
"moral",3,"Nate_Q4",6,14,"227","s","character"
"moral",3,"Nate_Q5",7,15,"227","s","certainty"
"moral",3,"Nate_Q6",4,16,"227","s","certainty"
"moral",3,"Nate_Q7",3,17,"227","s","certainty"
"moral",3,"Nate_Q8",5,18,"227","s","certainty"
"moral",3,"Nate_Q9",3,19,"227","s","impulsivity"
"moral",3,"Nate_Q10",2,20,"227","s","impulsivity"
"moral",3,"Justin_Q1",7,1,"228","f","quickness"
"moral",3,"Justin_Q2",6,2,"228","f","character"
"moral",3,"Justin_Q3",6,3,"228","f","character"
"moral",3,"Justin_Q4",7,4,"228","f","character"
"moral",3,"Justin_Q5",1,5,"228","f","certainty"
"moral",3,"Justin_Q6",1,6,"228","f","certainty"
"moral",3,"Justin_Q7",7,7,"228","f","certainty"
"moral",3,"Justin_Q8",1,8,"228","f","certainty"
"moral",3,"Justin_Q9",7,9,"228","f","impulsivity"
"moral",3,"Justin_Q10",1,10,"228","f","impulsivity"
"moral",3,"Nate_Q1",2,11,"228","s","quickness"
"moral",3,"Nate_Q2",5,12,"228","s","character"
"moral",3,"Nate_Q3",5,13,"228","s","character"
"moral",3,"Nate_Q4",7,14,"228","s","character"
"moral",3,"Nate_Q5",5,15,"228","s","certainty"
"moral",3,"Nate_Q6",3,16,"228","s","certainty"
"moral",3,"Nate_Q7",2,17,"228","s","certainty"
"moral",3,"Nate_Q8",5,18,"228","s","certainty"
"moral",3,"Nate_Q9",5,19,"228","s","impulsivity"
"moral",3,"Nate_Q10",1,20,"228","s","impulsivity"
"immoral",3,"Justin_Q1",7,1,"229","f","quickness"
"immoral",3,"Justin_Q2",3,2,"229","f","character"
"immoral",3,"Justin_Q3",3,3,"229","f","character"
"immoral",3,"Justin_Q4",4,4,"229","f","character"
"immoral",3,"Justin_Q5",1,5,"229","f","certainty"
"immoral",3,"Justin_Q6",7,6,"229","f","certainty"
"immoral",3,"Justin_Q7",7,7,"229","f","certainty"
"immoral",3,"Justin_Q8",1,8,"229","f","certainty"
"immoral",3,"Justin_Q9",7,9,"229","f","impulsivity"
"immoral",3,"Justin_Q10",1,10,"229","f","impulsivity"
"immoral",3,"Nate_Q1",1,11,"229","s","quickness"
"immoral",3,"Nate_Q2",5,12,"229","s","character"
"immoral",3,"Nate_Q3",5,13,"229","s","character"
"immoral",3,"Nate_Q4",5,14,"229","s","character"
"immoral",3,"Nate_Q5",7,15,"229","s","certainty"
"immoral",3,"Nate_Q6",1,16,"229","s","certainty"
"immoral",3,"Nate_Q7",1,17,"229","s","certainty"
"immoral",3,"Nate_Q8",6,18,"229","s","certainty"
"immoral",3,"Nate_Q9",3,19,"229","s","impulsivity"
"immoral",3,"Nate_Q10",4,20,"229","s","impulsivity"
"immoral",3,"Justin_Q1",6,1,"230","f","quickness"
"immoral",3,"Justin_Q2",2,2,"230","f","character"
"immoral",3,"Justin_Q3",1,3,"230","f","character"
"immoral",3,"Justin_Q4",4,4,"230","f","character"
"immoral",3,"Justin_Q5",1,5,"230","f","certainty"
"immoral",3,"Justin_Q6",6,6,"230","f","certainty"
"immoral",3,"Justin_Q7",7,7,"230","f","certainty"
"immoral",3,"Justin_Q8",6,8,"230","f","certainty"
"immoral",3,"Justin_Q9",7,9,"230","f","impulsivity"
"immoral",3,"Justin_Q10",2,10,"230","f","impulsivity"
"immoral",3,"Nate_Q1",2,11,"230","s","quickness"
"immoral",3,"Nate_Q2",4,12,"230","s","character"
"immoral",3,"Nate_Q3",5,13,"230","s","character"
"immoral",3,"Nate_Q4",4,14,"230","s","character"
"immoral",3,"Nate_Q5",7,15,"230","s","certainty"
"immoral",3,"Nate_Q6",2,16,"230","s","certainty"
"immoral",3,"Nate_Q7",1,17,"230","s","certainty"
"immoral",3,"Nate_Q8",2,18,"230","s","certainty"
"immoral",3,"Nate_Q9",6,19,"230","s","impulsivity"
"immoral",3,"Nate_Q10",6,20,"230","s","impulsivity"
"immoral",3,"Justin_Q1",6,1,"231","f","quickness"
"immoral",3,"Justin_Q2",4,2,"231","f","character"
"immoral",3,"Justin_Q3",4,3,"231","f","character"
"immoral",3,"Justin_Q4",4,4,"231","f","character"
"immoral",3,"Justin_Q5",2,5,"231","f","certainty"
"immoral",3,"Justin_Q6",6,6,"231","f","certainty"
"immoral",3,"Justin_Q7",7,7,"231","f","certainty"
"immoral",3,"Justin_Q8",6,8,"231","f","certainty"
"immoral",3,"Justin_Q9",7,9,"231","f","impulsivity"
"immoral",3,"Justin_Q10",2,10,"231","f","impulsivity"
"immoral",3,"Nate_Q1",2,11,"231","s","quickness"
"immoral",3,"Nate_Q2",4,12,"231","s","character"
"immoral",3,"Nate_Q3",4,13,"231","s","character"
"immoral",3,"Nate_Q4",4,14,"231","s","character"
"immoral",3,"Nate_Q5",6,15,"231","s","certainty"
"immoral",3,"Nate_Q6",2,16,"231","s","certainty"
"immoral",3,"Nate_Q7",2,17,"231","s","certainty"
"immoral",3,"Nate_Q8",1,18,"231","s","certainty"
"immoral",3,"Nate_Q9",6,19,"231","s","impulsivity"
"immoral",3,"Nate_Q10",7,20,"231","s","impulsivity"
"immoral",3,"Justin_Q1",7,1,"232","f","quickness"
"immoral",3,"Justin_Q2",3,2,"232","f","character"
"immoral",3,"Justin_Q3",3,3,"232","f","character"
"immoral",3,"Justin_Q4",5,4,"232","f","character"
"immoral",3,"Justin_Q5",1,5,"232","f","certainty"
"immoral",3,"Justin_Q6",7,6,"232","f","certainty"
"immoral",3,"Justin_Q7",7,7,"232","f","certainty"
"immoral",3,"Justin_Q8",1,8,"232","f","certainty"
"immoral",3,"Justin_Q9",7,9,"232","f","impulsivity"
"immoral",3,"Justin_Q10",1,10,"232","f","impulsivity"
"immoral",3,"Nate_Q1",2,11,"232","s","quickness"
"immoral",3,"Nate_Q2",5,12,"232","s","character"
"immoral",3,"Nate_Q3",6,13,"232","s","character"
"immoral",3,"Nate_Q4",7,14,"232","s","character"
"immoral",3,"Nate_Q5",7,15,"232","s","certainty"
"immoral",3,"Nate_Q6",4,16,"232","s","certainty"
"immoral",3,"Nate_Q7",1,17,"232","s","certainty"
"immoral",3,"Nate_Q8",6,18,"232","s","certainty"
"immoral",3,"Nate_Q9",4,19,"232","s","impulsivity"
"immoral",3,"Nate_Q10",1,20,"232","s","impulsivity"
"moral",3,"Justin_Q1",6,1,"233","f","quickness"
"moral",3,"Justin_Q2",7,2,"233","f","character"
"moral",3,"Justin_Q3",7,3,"233","f","character"
"moral",3,"Justin_Q4",7,4,"233","f","character"
"moral",3,"Justin_Q5",7,5,"233","f","certainty"
"moral",3,"Justin_Q6",7,6,"233","f","certainty"
"moral",3,"Justin_Q7",7,7,"233","f","certainty"
"moral",3,"Justin_Q8",4,8,"233","f","certainty"
"moral",3,"Justin_Q9",7,9,"233","f","impulsivity"
"moral",3,"Justin_Q10",1,10,"233","f","impulsivity"
"moral",3,"Nate_Q1",3,11,"233","s","quickness"
"moral",3,"Nate_Q2",3,12,"233","s","character"
"moral",3,"Nate_Q3",4,13,"233","s","character"
"moral",3,"Nate_Q4",2,14,"233","s","character"
"moral",3,"Nate_Q5",4,15,"233","s","certainty"
"moral",3,"Nate_Q6",6,16,"233","s","certainty"
"moral",3,"Nate_Q7",3,17,"233","s","certainty"
"moral",3,"Nate_Q8",4,18,"233","s","certainty"
"moral",3,"Nate_Q9",5,19,"233","s","impulsivity"
"moral",3,"Nate_Q10",2,20,"233","s","impulsivity"
"moral",3,"Justin_Q1",6,1,"234","f","quickness"
"moral",3,"Justin_Q2",6,2,"234","f","character"
"moral",3,"Justin_Q3",6,3,"234","f","character"
"moral",3,"Justin_Q4",7,4,"234","f","character"
"moral",3,"Justin_Q5",7,5,"234","f","certainty"
"moral",3,"Justin_Q6",3,6,"234","f","certainty"
"moral",3,"Justin_Q7",3,7,"234","f","certainty"
"moral",3,"Justin_Q8",3,8,"234","f","certainty"
"moral",3,"Justin_Q9",6,9,"234","f","impulsivity"
"moral",3,"Justin_Q10",2,10,"234","f","impulsivity"
"moral",3,"Nate_Q1",3,11,"234","s","quickness"
"moral",3,"Nate_Q2",5,12,"234","s","character"
"moral",3,"Nate_Q3",5,13,"234","s","character"
"moral",3,"Nate_Q4",5,14,"234","s","character"
"moral",3,"Nate_Q5",3,15,"234","s","certainty"
"moral",3,"Nate_Q6",5,16,"234","s","certainty"
"moral",3,"Nate_Q7",5,17,"234","s","certainty"
"moral",3,"Nate_Q8",5,18,"234","s","certainty"
"moral",3,"Nate_Q9",4,19,"234","s","impulsivity"
"moral",3,"Nate_Q10",4,20,"234","s","impulsivity"
"moral",3,"Justin_Q1",7,1,"235","f","quickness"
"moral",3,"Justin_Q2",7,2,"235","f","character"
"moral",3,"Justin_Q3",7,3,"235","f","character"
"moral",3,"Justin_Q4",7,4,"235","f","character"
"moral",3,"Justin_Q5",1,5,"235","f","certainty"
"moral",3,"Justin_Q6",6,6,"235","f","certainty"
"moral",3,"Justin_Q7",7,7,"235","f","certainty"
